"pid","meta_class","meta_town_code","meta_nbhd","meta_certified_est_bldg","meta_certified_est_land","meta_cdu","meta_deed_type","char_hd_sf","char_age","char_apts","char_ext_wall","char_roof_cnst","char_rooms","char_beds","char_bsmt","char_bsmt_fin","char_heat","char_oheat","char_air","char_frpl","char_attic_type","char_fbath","char_hbath","char_tp_plan","char_tp_dsgn","char_cnst_qlty","char_site","char_gar1_size","char_gar1_cnst","char_gar1_att","char_gar1_area","char_ot_impr","char_bldg_sf","char_repair_cnd","char_use","char_type_resd","char_attic_fnsh","char_renovation","char_porch","geo_property_city","geo_property_zip","geo_tract_pop","geo_white_perc","geo_black_perc","geo_asian_perc","geo_his_perc","geo_other_perc","geo_fips","geo_municipality","geo_ohare_noise","geo_floodplain","geo_fs_flood_factor","geo_fs_flood_risk_direction","geo_withinmr100","geo_withinmr101300","geo_school_elem_district","geo_school_hs_district","econ_tax_rate","econ_midincome","ind_large_home","ind_arms_length","predicted_sale_price"
4051,"234","37","37101",88810,21100,"Unknown","W",5629,59,2,"2","1",6,3,3,1,"1",5,1,1,3,1,1,2,2,2,2,4,2,1,2,0,1301,2,"1",4,3,1,1,"CALUMET CITY","60409",5676,0.131782945736434,0.632135306553911,0,0.222515856236786,0.0271317829457364,"10487","Calumet City",0,0,6,0,"Outside","Outside","SCHOOL DISTRICT 157","THORNTON TWP FRACTIONAL HIGH SCHOOL 215",25.497,39375,"FALSE","TRUE",85095.5880952381
4052,"205","72","72274",92740,111560,"Unknown","T",14875,121,2,"1","1",4,2,1,3,"1",5,2,1,3,1,0,2,2,2,2,3,2,2,2,0,1212,3,"1",2,3,1,1,"CHICAGO","60643",3066,0.363339856490541,0.568819308545336,0.0153294194390085,0.0264187866927593,0.0521852576647097,"14000","Chicago",0,0,1,0,"Outside","Outside","BARNARD","MORGAN PARK HS",6.908,64656,"FALSE","TRUE",243193.102288188
4053,"295","33","33040",438140,19620,"Unknown","W",2122,31,2,"2","2",6,3,2,3,"1",5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,2400,2,"1",3,3,1,1,"RIVER FOREST","60305",5169,0.843683497775198,0.0346295221512865,0.0454633391371639,0.0473979493132134,0.0479783323660282,"64304","River Forest",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 90","CONSOLIDATED HIGH SCHOOL  200",10.646,117941,"FALSE","TRUE",494747.195238095
4054,"203","72","72070",68990,26560,"Unknown","W",3125,98,2,"2","1",5,3,1,3,"1",5,2,0,2,1,0,2,2,2,2,3,1,2,2,0,1044,2,"1",1,3,1,1,"CHICAGO","60629",5845,0.0424294268605646,0.50453378956373,0,0.43524379811805,0.0355859709153122,"14000","Chicago",0,0,1,0,"Outside","Outside","MARQUETTE","GAGE PARK HS",6.934,27423,"FALSE","TRUE",94582.7940136054
4055,"205","22","22040",175010,62620,"AV","W",10020,68,2,"1","1",8,4,2,3,"1",5,1,1,2,2,0,2,2,2,2,3,1,2,2,0,1760,2,"1",2,3,1,1,"DES PLAINES","60018",3717,0.554748453053538,0.0072639225181598,0.107344632768362,0.288135593220339,0.0850147968792037,"19642","Des Plaines",1,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  62","MAINE TOWNSHIP HIGH SCHOOL  207",9.229,82708,"FALSE","TRUE",280749.666666667
4056,"295","28","28015",184150,30260,"Unknown","W",2751,30,2,"3","1",6,2,3,3,"1",5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,1310,2,"1",2,3,1,1,"ORLAND PARK","60467",5713,0.876772273761596,0.00350078767722737,0.0869945737791003,0.0267810257307894,0.0119026781025731,"56640","Orland Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  135","CONSOLIDATED HIGH SCHOOL  230",9.413,98854,"FALSE","TRUE",233597.594372294
4057,"278","25","25400",520700,131320,"Unknown","O",10720,29,2,"4","1",10,5,3,3,"1",5,1,1,3,3,1,2,1,2,2,3,4,1,2,0,3252,2,"1",2,3,1,1,"GLENVIEW","60026",6915,0.708893709327549,0.00260303687635574,0.249313087490962,0.0241503976861894,0.0300795372378886,"29938","Glenview",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C 34","NORTHFIELD TOWNSHIP HIGH SCHOOL  225",7.153,119766,"FALSE","TRUE",753502.81984127
4058,"203","10","10012",219650,34950,"Unknown","O",6658,71,2,"3","1",6,3,1,1,"1",5,2,1,3,1,1,2,2,2,2,3,2,2,2,0,1143,2,"1",1,3,1,2,"BARRINGTON","60010",7280,0.727197802197802,0.00357142857142857,0.18543956043956,0.0748626373626374,0.0178571428571428,"3844","Barrington",0,0,1,0,"Outside","Outside","COMMUNITY UNIT SCHOOL DISTRICT 220","COMMUNITY UNIT SCHOOL DISTRICT 220",7.216,122931,"FALSE","TRUE",321452.417843137
4059,"206","36","36041",214650,55590,"Unknown","W",10108,67,2,"3","1",8,4,4,3,"1",5,1,0,3,2,1,2,2,2,2,4,1,2,2,0,2544,2,"1",2,3,1,1,"BURBANK","60459",5085,0.705801376597837,0.0344149459193707,0.0198623402163225,0.222812192723697,0.0342182890855457,"9642","Burbank",0,0,3,1,"Outside","Inside","SCHOOL DISTRICT  111","COMMUNITY HIGH SCHOOL  220",12.287,57148,"FALSE","TRUE",320218.942774686
4060,"234","13","13130",135720,36960,"Unknown","W",9240,53,2,"3","1",7,3,3,1,"1",5,2,0,3,1,1,2,2,2,2,3,1,1,2,0,1190,2,"1",4,3,1,1,"OAK FOREST","60452",6335,0.781846882399369,0.0363062352012628,0.0497237569060773,0.129281767955801,0.00568271507498026,"54638","Oak Forest",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  142","COMMUNITY HIGH SCHOOL  228",13.813,61461,"FALSE","TRUE",180378.29825078
4061,"205","38","38080",201780,45370,"Unknown","T",7260,65,2,"2","1",6,4,1,1,"1",5,1,1,3,2,1,2,2,2,2,1,2,1,2,0,1585,2,"1",2,3,1,1,"MOUNT PROSPECT","60056",6479,0.761228584658126,0.032258064516129,0.0839635746257138,0.115295570304059,0.0100324124093224,"51089","Mount Prospect",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  57","ARLINGTON HTS TWNSHP H S 214",9.385,102045,"FALSE","TRUE",289276.792857143
4062,"203","70","70080",79790,33750,"Unknown","W",3750,94,2,"2","1",6,3,1,3,"2",5,2,0,1,1,0,2,2,2,2,4,1,2,2,0,1290,2,"1",5,1,1,1,"CHICAGO","60617",3781,0.0042316847394869,0.966411002380323,0,0,0.0587146257603808,"14000","Chicago",0,0,6,1,"Outside","Outside","CALDWELL","CHICAGO VOCATIONAL HS",6.88386464826358,44333,"FALSE","TRUE",115812.583433974
4063,"202","72","72092",49600,20310,"Unknown","W",3125,137,2,"1","1",5,2,1,3,"3",5,2,0,3,2,0,2,2,2,2,7,1,2,2,0,700,2,"1",1,3,1,1,"CHICAGO","60621",1426,0.000701262272089762,0.884992987377279,0.02945301542777,0.0778401122019635,0.0140252454417952,"14000","Chicago",0,0,4,1,"Outside","Outside","DEWEY","HOPE HS",6.87331719128329,22104,"FALSE","TRUE",23768.7724175824
4064,"202","37","37162",88980,28080,"Unknown","W",7020,90,2,"2","1",4,2,1,1,"2",5,2,0,2,1,0,2,2,2,2,3,1,2,2,0,854,2,"1",1,3,1,1,"HOMEWOOD","60430",3688,0.566431670281996,0.267895878524946,0.0119305856832972,0.136388286334056,0.0290130151843818,"35879","Homewood",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 153","HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233",17.218,67778,"FALSE","TRUE",112540.190281827
4065,"203","30","30022",99810,52040,"Unknown","W",9913,61,2,"2","1",6,3,4,3,"1",5,2,1,1,1,0,2,2,2,2,2,1,2,2,0,1209,2,"1",1,3,1,1,"HICKORY HILLS","60457",8118,0.66949987681695,0.00800689825080069,0.087459965508746,0.231091401823109,0.00788371520078837,"34514","Hickory Hills",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  117","CONSOLIDATED HIGH SCHOOL  230",12.137,53549,"FALSE","TRUE",152586.706825397
4066,"206","24","24060",493610,63520,"Unknown","W",6050,75,2,"2","1",10,4,3,3,"1",5,1,1,2,3,0,2,2,2,2,1,2,1,1,0,2332,2,"1",2,3,1,1,"EVANSTON","60203",3937,0.704343408686817,0.0556261112522225,0.151130302260605,0.063754127508255,0.0434340868681737,"70122","Skokie",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  65","EVANSTON TOWNSHIP HIGH SCHOOL  202",7.906,114167,"FALSE","TRUE",666920.761904762
4067,"203","72","72030",129980,37800,"Unknown","W",3780,91,2,"1","1",5,3,2,3,"1",5,2,0,3,1,0,2,2,2,2,1,1,2,2,0,1384,2,"1",1,3,1,1,"CHICAGO","60632",5691,0.150061500615006,0.017220172201722,0.0274117026884554,0.803373748023195,0.00386575294324371,"14000","Chicago",0,0,4,1,"Outside","Outside","EDWARDS","CURIE HS",6.934,44266,"FALSE","TRUE",157437.936697815
4068,"205","17","17120",253290,31800,"Unknown","W",2120,107,2,"1","1",6,3,1,3,"2",5,2,0,3,1,1,2,2,2,2,7,1,2,2,0,1056,2,"1",2,3,1,1,"EVANSTON","60201",3732,0.827974276527331,0.0292068595927117,0.0844051446945338,0.0393890675241158,0.0380493033226152,"24582","Evanston",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  65","EVANSTON TOWNSHIP HIGH SCHOOL  202",8.035,134583,"FALSE","TRUE",286475.787401799
4069,"202","71","71071",135230,42180,"Unknown","W",3125,132,2,"1","1",4,2,2,3,"1",2,2,0,2,1,0,2,1,2,2,7,1,2,2,0,679,2,"1",5,1,1,2,"CHICAGO","60630",4264,0.309333958724203,0.0426829268292683,0.165806754221388,0.455206378986867,0.0539399624765478,"14000","Chicago",0,0,1,0,"Outside","Outside","HAUGAN","ROOSEVELT HS",6.90151661129568,62264,"FALSE","TRUE",193256.702576596
4070,"204","21","21013",476640,50380,"Unknown","T",6950,91,2,"2","1",8,4,1,3,"1",5,1,1,1,1,1,2,2,2,2,7,1,2,2,825,2397,2,"1",5,1,1,1,"WESTERN SPRINGS","60558",5576,0.903694404591105,0.0139885222381635,0.00914634146341463,0.0552367288378766,0.0358680057388809,"80242","Western Springs",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  101","LYONS TOWNSHIP HIGH SCHOOL  204",7.9,162765,"FALSE","TRUE",582025.793650794
4071,"203","72","72030",117550,41250,"Unknown","W",4125,66,2,"2","1",5,3,1,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1170,2,"1",1,3,1,1,"CHICAGO","60629",6530,0.0650842266462481,0.0392036753445636,0.0165390505359878,0.879173047473201,0,"14000","Chicago",0,0,1,0,"Outside","Outside","HURLEY","BOGAN HS",6.934,48634,"FALSE","TRUE",135526.407677848
4072,"205","76","76050",236900,117600,"Unknown","W",3675,114,2,"2","1",7,4,3,1,"1",5,2,0,1,3,0,2,2,2,2,3,1,2,2,0,1894,2,"1",2,3,1,1,"CHICAGO","60609",4419,0.480425435618918,0.0425435618918307,0.205928943199819,0.257298031228785,0.0276080561212944,"14000","Chicago",0,0,5,0,"Outside","Outside","MCCLELLAN","TILDEN HS",6.89,62536,"FALSE","TRUE",505239.932063492
4073,"211","20","20080",311620,37120,"Unknown","W",4125,59,3,"2","1",18,6,1,2,"2",5,2,0,3,3,0,2,2,2,2,3,2,2,2,0,3227,2,"2",2,3,1,1,"ELMWOOD PARK","60707",3851,0.516229550766035,0.020514152168268,0.0402492858997663,0.403012204622176,0.0358348480914048,"23724","Elmwood Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT UNIT  401","SCHOOL DISTRICT UNIT  401",10.001,50707,"FALSE","TRUE",372685.226190476
4074,"211","29","29022",21210,165000,"Unknown","W",30000,106,3,"1","1",11,5,1,1,"1",5,2,2,2,3,0,2,2,2,2,4,1,2,2,0,2116,2,"2",2,3,1,1,"PALATINE","60067",4175,0.76934131736527,0.0201197604790419,0.103473053892216,0.0792814371257485,0.0555688622754491,"57225","Palatine",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  15","PALATINE TOWNSHIP HIGH SCHOOL  211",9.835,69417,"FALSE","TRUE",707668.198571429
4075,"207","27","27100",272280,32030,"Unknown","O",3125,62,2,"2","1",6,3,1,1,"1",5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1319,2,"1",2,3,1,1,"OAK PARK","60304",4692,0.599104859335038,0.179028132992327,0.0507246376811594,0.114876385336743,0.111466325660699,"54885","Oak Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  97","CONSOLIDATED HIGH SCHOOL  200",13.157,91250,"FALSE","TRUE",356009.297438976
4076,"203","35","35040",149830,95000,"Unknown","W",20000,44,2,"1","1",6,3,1,3,"1",5,1,0,3,1,1,2,2,2,2,3,1,1,2,0,1232,2,"1",1,3,1,1,"SCHAUMBURG","60193",6551,0.522057701114334,0.0473210196916501,0.17981987482827,0.216150206075408,0.0459471836360861,"19642","Unknown",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C 54","PALATINE TOWNSHIP HIGH SCHOOL  211",9.295,79351,"FALSE","TRUE",259275.08968254
4077,"208","38","38081",493470,70450,"Unknown","W",20130,24,2,"2","1",9,4,1,3,"1",5,1,1,3,2,1,2,2,2,2,5,2,1,2,0,3913,2,"1",2,3,1,1,"PROSPECT HEIGHTS","60070",6430,0.892690513219285,0.0104199066874028,0.059253499222395,0.029393468118196,0.0164852255054432,"62016","Prospect Heights",0,0,3,1,"Outside","Outside","SCHOOL DIST 23 PROSPECT HEIGHTS","ARLINGTON HTS TWNSHP H S 214",9.72,58212,"TRUE","TRUE",634168.785714286
4078,"203","28","28050",153110,37700,"Unknown","T",8871,49,2,"1","1",6,3,3,1,"1",5,1,0,3,1,1,2,2,2,2,3,1,2,2,25,1120,2,"1",1,3,1,1,"TINLEY PARK","60477",7741,0.817336261464927,0.0209275287430565,0.0127890453429789,0.137837488696551,0.0222193515049735,"75484","Tinley Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  140","CONSOLIDATED HIGH SCHOOL  230",11.122,66981,"FALSE","TRUE",196048.6687566
4079,"203","72","72350",130350,37800,"Unknown","T",3780,52,2,"1","1",4,3,2,3,"1",5,2,0,3,1,0,2,2,2,2,1,1,2,2,0,1104,2,"1",1,3,1,1,"CHICAGO","60638",3145,0.308426073131955,0.00985691573926868,0.0273449920508744,0.634976152623211,0.03879173290938,"14000","Chicago",0,0,6,0,"Outside","Outside","TWAIN","KENNEDY HS",6.934,51034,"FALSE","TRUE",189229.517028494
4080,"206","23","23080",810610,243030,"Unknown","W",14296,98,2,"2","5",9,4,1,1,"2",5,1,2,3,4,1,2,2,2,2,4,1,2,2,0,3283,2,"1",2,3,1,1,"WINNETKA","60093",3517,0.891384702871766,0,0.0332669889110037,0.0449246516917828,0.0608473130508956,"82530","Winnetka",0,0,1,0,"Outside","Outside","SCH DISTRICT 36","NEW TRIER TOWNSHIP HIGH SCHOOL  203",7.997,204148,"FALSE","TRUE",1177775.47619048
4081,"295","35","35101",216870,60720,"Unknown","W",2962,31,2,"1","1",6,3,1,3,"1",5,1,1,3,2,1,2,1,2,2,3,1,1,1,0,1712,2,"1",2,3,1,2,"SCHAUMBURG","60173",5591,0.538365229833661,0.0219996422822393,0.356465748524414,0.0250402432480773,0.111786800214631,"68003","Schaumburg",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C 54","PALATINE TOWNSHIP HIGH SCHOOL  211",9.192,95315,"FALSE","TRUE",317028.5
4082,"203","71","71150",183480,60580,"Unknown","T",4847,64,2,"1","1",4,2,2,3,"1",5,1,0,3,1,0,2,2,2,2,1,1,2,2,0,1092,2,"1",1,3,1,1,"CHICAGO","60634",3841,0.498307732361364,0.0221296537360062,0.0643061702681593,0.40874772194741,0.0130174433741213,"14000","Chicago",0,0,1,0,"Outside","Outside","REINBERG","SCHURZ HS",6.894,63111,"FALSE","TRUE",251763.941632406
4083,"203","76","76050",139070,104800,"Unknown","W",3275,137,2,"3","1",5,3,1,1,"1",5,2,0,3,1,1,2,2,2,2,3,1,2,2,0,1160,2,"1",1,3,1,1,"CHICAGO","60608",2579,0.409461031407522,0.0317952694842962,0.264443582784025,0.276075998449011,0.0364482357502908,"14000","Chicago",0,0,6,0,"Outside","Outside","HOLDEN","TILDEN HS",6.89,35523,"FALSE","TRUE",282317.161927284
4084,"204","20","20080",222380,59220,"Unknown","W",6580,61,2,"2","1",7,4,1,1,"1",5,1,2,3,2,1,2,2,2,2,3,2,1,2,0,2352,2,"1",1,3,1,1,"ELMWOOD PARK","60707",6466,0.585060315496443,0.0615527373956078,0.0395917104856171,0.313795236622332,0,"23724","Elmwood Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT UNIT  401","SCHOOL DISTRICT UNIT  401",10.001,52871,"FALSE","TRUE",308876.017142857
4085,"202","71","71150",148430,51560,"Unknown","W",4125,97,2,"1","1",5,3,2,3,"1",5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,924,2,"1",1,3,1,1,"CHICAGO","60634",4106,0.518996590355577,0,0.0769605455431076,0.404042864101315,0,"14000","Chicago",0,0,1,0,"Outside","Outside","SMYSER","SCHURZ HS",6.88477238239757,72122,"FALSE","TRUE",222336.157843915
4086,"203","13","13050",91190,18450,"Unknown","W",6150,63,2,"1","1",5,3,3,3,"1",5,2,0,3,1,0,2,2,2,2,7,1,2,2,0,1008,2,"1",1,3,1,1,"POSEN","60469",7440,0.222177419354839,0.149596774193548,0.0200268817204301,0.58763440860215,0.0411290322580645,"61314","Posen",0,0,4,0,"Outside","Outside","SCHOOL DISTRICT  143 1/2","COMMUNITY HIGH SCHOOL  228",13.223,46156,"FALSE","TRUE",79995.8367965368
4087,"211","73","73041",464510,177120,"Unknown","O",3690,112,2,"2","2",12,6,1,3,"2",5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2644,2,"2",2,3,1,1,"CHICAGO","60625",2514,0.809864757358791,0.0258552108194113,0.0127287191726332,0.119331742243437,0.0536992840095465,"14000","Chicago",0,0,1,0,"Outside","Outside","MCPHERSON","AMUNDSEN HS",6.89,82383,"FALSE","TRUE",776448.826839827
4088,"205","15","15080",130200,46690,"Unknown","W",5048,73,2,"2","1",5,3,3,1,"1",5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,1504,2,"1",2,3,1,1,"CICERO","60804",7973,0.166185877336009,0.0175592625109745,0.0114135206321334,0.803085413269786,0.0035118525021949,"14351","Cicero",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  99","BERWYN CICERO STICKNEY HIGH SCHOOL 201",16.731,44867,"FALSE","TRUE",150455.327047619
4089,"278","22","22080",454870,52890,"AV","O",6825,47,2,"3","1",8,6,4,3,"1",5,1,1,3,3,0,2,2,2,2,3,1,1,1,0,3705,2,"1",2,3,1,1,"MORTON GROVE","60053",3700,0.604594594594595,0.00243243243243243,0.324594594594595,0.014054054054054,0.108648648648649,"50647","Morton Grove",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  63","MAINE TOWNSHIP HIGH SCHOOL  207",9.008,88287,"FALSE","TRUE",532160.791428571
4090,"234","30","30053",217030,60120,"Unknown","W",10021,42,2,"3","1",6,3,3,1,"1",5,1,1,3,2,0,2,2,2,2,3,2,1,2,0,1668,2,"1",4,3,1,1,"PALOS HILLS","60465",6149,0.72467067815905,0.113351764514555,0.0204911367702065,0.112701252236136,0.0557814278744511,"57394","Palos Hills",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  117","CONSOLIDATED HIGH SCHOOL  230",11.823,56938,"FALSE","TRUE",291731.69047619
4091,"211","71","71180",219510,64160,"Unknown","T",4425,132,2,"1","1",5,3,1,3,"1",5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,1680,2,"2",2,3,1,1,"CHICAGO","60647",2462,0.31519090170593,0.0767668562144598,0.0121852152721365,0.569861900893582,0.0519902518277823,"14000","Chicago",0,0,1,0,"Outside","Outside","FUNSTON","KELVYN PARK HS",6.915,62733,"FALSE","TRUE",333534.918095238
4092,"211","77","77101",72210,36710,"Unknown","W",3125,122,2,"2","2",12,6,1,3,"1",5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,2200,2,"2",2,3,1,1,"CHICAGO","60624",5772,0.0266805266805267,0.817221067221067,0,0.151074151074151,0.00502425502425502,"14000","Chicago",0,0,1,0,"Outside","Outside","WARD, L","ORR HS",6.89,31888,"FALSE","TRUE",106671.413118585
4093,"203","24","24031",220290,39680,"Unknown","T",4960,68,2,"2","1",5,2,1,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1048,2,"1",1,3,1,1,"SKOKIE","60077",5080,0.559645669291339,0.0226377952755905,0.246653543307087,0.163385826771654,0.0153543307086614,"70122","Skokie",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 72","COMMUNITY HIGH SCHOOL  219",7.788,49009,"FALSE","TRUE",271920.984387197
4094,"203","71","71200",196140,46870,"Unknown","W",3750,85,2,"2","1",6,4,1,3,"2",5,2,0,1,1,1,2,2,2,2,1,1,2,2,0,1520,2,"1",1,3,1,1,"CHICAGO","60707",7452,0.357890499194847,0.31682769726248,0.0307300053676865,0.257783145464305,0.0709876543209877,"14000","Chicago",0,0,1,0,"Outside","Outside","SAYRE","STEINMETZ COLLEGE PREP HS",6.894,90058,"FALSE","TRUE",247949.474065319
4095,"203","38","38032",226380,53620,"Unknown","W",8580,67,2,"2","1",6,3,1,1,"2",5,1,1,1,2,0,1,2,2,2,1,2,1,2,0,1119,2,"1",1,3,1,1,"ARLINGTON HEIGHTS","60005",5739,0.960446070744032,0.00958355114131381,0.0224777835859906,0.00278794215020038,0.00940930475692629,"2154","Arlington Heights",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 25","ARLINGTON HTS TWNSHP H S 214",9.004,105114,"FALSE","TRUE",318404.831428571
4096,"203","72","72212",59840,30000,"Unknown","W",3750,95,2,"2","1",5,2,1,3,"1",5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1098,2,"1",1,3,1,1,"CHICAGO","60620",5514,0.00761697497279651,0.976242292346754,0,0.0119695321001088,0.00417120058034095,"14000","Chicago",0,0,1,0,"Outside","Outside","BARTON","HYDE PARK HS",6.87331719128329,35274,"FALSE","TRUE",58469.4317934447
4097,"202","37","37052",71780,20760,"Unknown","T",5536,58,2,"1","1",5,3,1,1,"1",5,1,0,3,2,1,2,2,2,2,5,1,2,2,0,984,2,"1",1,3,1,1,"CALUMET CITY","60409",3601,0.0299916689808386,0.929741738405998,0.00194390447098028,0.0383226881421827,0,"10487","Calumet City",0,0,4,1,"Outside","Outside","SCHOOL DISTRICT  149","THORNTON TOWNSHIP HIGH SCHOOL  205",25.315,44456,"FALSE","TRUE",78277.9176190476
4098,"205","31","31050",224650,40170,"Unknown","W",6695,64,2,"3","1",8,3,3,3,"2",5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,2093,2,"1",2,3,1,1,"MELROSE PARK","60160",4009,0.376403093040658,0.135195809428785,0.028436018957346,0.456722374657022,0.00648540783237715,"48242","Melrose Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 89","PROVISO TOWNSHIP HIGH SCHOOL 209",11.117,52357,"FALSE","TRUE",291889.309523809
4099,"202","20","20080",156280,56250,"AV","W",6250,99,2,"1","1",5,2,1,3,"1",5,2,0,3,1,0,2,2,2,2,1,1,2,2,0,835,2,"1",1,3,1,1,"ELMWOOD PARK","60707",5136,0.511292834890966,0.0058411214953271,0.0212227414330218,0.455996884735203,0.0112928348909657,"23724","Elmwood Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT UNIT  401","SCHOOL DISTRICT UNIT  401",10.001,43587,"FALSE","TRUE",217712.659863946
4100,"278","73","73070",1023570,156000,"Unknown","T",3000,12,2,"1","1",8,4,1,1,"1",5,1,1,3,4,0,2,2,2,2,3,2,2,2,0,2760,2,"1",2,3,1,1,"CHICAGO","60657",1594,0.789209535759097,0.0633626097867001,0.0357590966122961,0.0526976160602258,0.110414052697616,"14000","Chicago",0,0,1,0,"Outside","Outside","JAHN","LAKE VIEW HS",6.89,129167,"FALSE","TRUE",1347316
4101,"202","72","72350",127360,37800,"Unknown","T",3780,63,2,"2","1",4,2,1,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,984,2,"1",1,3,1,1,"CHICAGO","60632",2230,0.257399103139013,0,0.0412556053811659,0.701345291479821,0,"14000","Chicago",0,0,1,0,"Outside","Outside","PASTEUR","CURIE HS",6.934,51333,"FALSE","TRUE",166056.566344967
4102,"295","77","77060",424730,61970,"Unknown","W",1362,22,2,"2","6",6,2,1,1,"1",5,1,1,3,2,2,2,2,2,2,1,2,1,1,0,1362,2,"1",2,3,1,1,"CHICAGO","60622",2930,0.725597269624573,0.0245733788395904,0.0447098976109215,0.168941979522184,0.0723549488054608,"14000","Chicago",0,0,6,0,"Outside","Inside","BURR","WELLS HS",6.89,128125,"FALSE","TRUE",479591.238095238
4103,"208","25","25160",948280,138610,"Unknown","W",11551,20,2,"2","1",9,5,1,3,"1",5,1,1,3,4,1,2,1,2,2,5,2,1,2,0,4424,2,"1",2,3,1,1,"GLENVIEW","60026",5386,0.751021165985889,0.0107686594875603,0.1498329001114,0.0508726327515782,0.0685109543260305,"29938","Glenview",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C 34","NORTHFIELD TOWNSHIP HIGH SCHOOL  225",7.153,112969,"TRUE","TRUE",1149416.2547619
4104,"207","18","18013",189610,34050,"Unknown","W",5922,32,2,"1","1",7,3,4,3,"1",5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,1898,2,"1",2,3,1,1,"STREAMWOOD","60107",9141,0.547970681544689,0.0219888414834263,0.185537687342741,0.233672464719396,0.0168471720818291,"73157","Streamwood",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 46","SCHOOL DISTRICT 46",10.958,95439,"FALSE","TRUE",240219.692355005
4105,"211","72","72150",114960,29230,"Unknown","W",3654,90,2,"1","1",7,5,2,3,"1",5,2,0,3,3,0,2,2,2,2,1,1,2,2,0,2854,2,"2",2,3,1,1,"CHICAGO","60629",4694,0.0198125266297401,0.789518534299105,0.00532594801874733,0.122070728589689,0.126544524925437,"14000","Chicago",0,0,3,1,"Outside","Outside","MCKAY","GAGE PARK HS",6.934,28817,"FALSE","TRUE",98980.0047619048
4106,"203","31","31032",138670,28410,"Unknown","W",5166,66,2,"2","1",5,2,1,3,"1",5,1,0,2,1,0,2,2,2,2,3,1,2,2,0,1027,2,"1",1,3,1,1,"BELLWOOD","60104",4876,0.0264561115668581,0.87940935192781,0.0118949958982773,0.0699343724364233,0.0215340442986054,"4975","Bellwood",0,1,1,0,"Outside","Outside","SCHOOL DISTRICT 88","PROVISO TOWNSHIP HIGH SCHOOL 209",19.52,46234,"FALSE","TRUE",133309.95068538
4107,"203","71","71461",310550,87750,"Unknown","W",6500,70,2,"3","1",7,3,1,3,"1",5,1,1,3,2,0,2,2,2,2,1,2,1,2,0,1640,2,"1",1,3,1,1,"CHICAGO","60646",4102,0.870794734275963,0.00170648464163822,0.0238907849829352,0.0865431496830814,0.0341296928327645,"14000","Chicago",0,0,1,0,"Outside","Outside","WILDWOOD","TAFT HS",6.88477238239757,133622,"FALSE","TRUE",475036.142857143
